what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1565143613678
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1565143613697
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1565143613707
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1565143613744
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1565143613745
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1565143613753
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1565143613763
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1565143613781
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1565143613798
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1565143613824
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1565143613832
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1565143613880
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1565143613898
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1565143613898
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1565143613924
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1565143613934
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1565143613956
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1565143613985
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1565143613997
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1565143614025
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1565143614036
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1565143614121
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1565143614151
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1565143614175
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1565143614175
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1565143614300
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1565143614312
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1565143614312
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1565143614344
os,sysinfo,,,"win32",1565143614351
arch,sysinfo,,,"x86_64",1565143614351
ws,sysinfo,,,"win32",1565143614351
locale,sysinfo,,,"zh_CN",1565143614351
processors,sysinfo,,,"4",1565143614351
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1565143614351
java.runtime.version,sysinfo,,,"1.6.0_32-b05",1565143614351
java.specification.name,sysinfo,,,"Java Platform API Specification",1565143614351
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1565143614351
java.specification.version,sysinfo,,,"1.6",1565143614351
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1565143614351
java.version,sysinfo,,,"1.6.0_32",1565143614351
java.vm.info,sysinfo,,,"mixed mode",1565143614351
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1565143614351
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1565143614351
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1565143614351
java.vm.specification.version,sysinfo,,,"1.0",1565143614351
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1565143614351
java.vm.version,sysinfo,,,"20.7-b02",1565143614351
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1565143614402
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1565143614451
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1565143614503
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1565143614805
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1565143615751
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1565143615753
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1565143615801
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1565143615851
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1565143616182
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1565143617982
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1565143617995
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1565143618035
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1565143624040
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1565143624065
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1565143624098
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1565143624340
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1565143624444
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1565143624696
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1565143625079
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1565143625094
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1565143625150
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1565143625261
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1565143625261
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1565143628267
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1565143628284
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1565143629395
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1565143630273
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1565143632555
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1565143632648
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1565143633787
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1565143658886
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1565143658901
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1565143658904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143684591
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143685176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143688262
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143690164
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143694798
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143698016
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143705159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143706696
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143711974
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143718831
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143719750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143820960
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143824692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143919515
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1565143925808
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1565143925834
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143927005
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143934561
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565143940580
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1565144008302
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1565144008302
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1565144008373
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1565144008862
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1565144008876
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1565144009015
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1565144009151
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1565144009249
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1565144009348
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1565144009455
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1565144009560
started,bundle,org.eclipse.jst.jee.ui,1.0.302.v201009011600,"org.eclipse.jst.jee.ui",1565144009564
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.402.v201009081300,"org.eclipse.jst.j2ee.navigator.ui",1565144009680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144118620
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1565144118629
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1565144118662
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1565144120718
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1565144125527
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1565144125541
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1565144126073
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144130148
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144141111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144147190
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144147882
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144148153
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144263121
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144263608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144291153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144291978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144297002
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144299512
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144303779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144306502
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144347841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144351985
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144522062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144524676
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1565144573467
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1565144573658
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1565144573817
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144662664
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1565144665913
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1565144665930
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1565144666000
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1565144666003
started,bundle,runjettyrun.jetty7,1.3.5.201802101211,"runjettyrun.jetty7",1565144674344
started,bundle,runjettyrun.jetty8,1.3.5.201802101211,"runjettyrun.jetty8",1565144674359
started,bundle,runjettyrun.jetty9,1.3.5.201802101211,"runjettyrun.jetty9",1565144674387
started,bundle,runjettyrun,1.3.5.201802101211,"runjettyrun",1565144674431
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144700585
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1565144702037
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1565144716075
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1565144716213
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144716999
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1565144717003
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144721008
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144760090
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144761895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144769570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144774513
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1565144786466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144787581
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1565144789050
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1565144789143
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1565144789311
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1565144789606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144789883
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144805555
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1565144807621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144808862
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144815354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144816466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144833740
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144833917
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144834732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144835026
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144836511
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1565144836764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1565144838009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1565144839453
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1565144840226
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1565144842185
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1565144845088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144846924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144850097
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144850478
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144850559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144851197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144861322
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1565144862429
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1565144870290
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1565144872026
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144876469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144882055
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144882885
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144925870
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144933552
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144992638
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1565144992992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565144995301
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565145027298
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565145029057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565145030116
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1565145030322
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1565145031383
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1565145031422
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1565145031711
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1565145031755
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1565145031942
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1565145031985
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1565145032118
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1565145032145
